tradeTime,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,alpha_7,alpha_8,alpha_9,alpha_10,alpha_11,alpha_12,alpha_13,alpha_14,alpha_15,alpha_16,alpha_17,alpha_18,alpha_19,alpha_20
093000,596.3333333333334,0.001532983022984889,423214.5,0.02116707058536229,0.010140290875634108,1666073.8433333333,1513084.0766666667,152989.76666666666,2.195444356081579,-0.35109956497196654,422301.4184378701,424225.0074454552,423162.44521221344,1923.58900758493,30597.95333333334,0.009168844055338337,209.33333333333334,202.0,0.09454071524899084,0.058124331149731
093003,558.0,0.0015191592264419203,423123.6666666667,-0.016625340682682562,-0.007213120321266489,1753511.1033333333,1616220.6733333333,137290.43,1.9873329962902422,-0.34292749810912,422299.32139435736,424040.16138661007,423145.3812682581,1740.8399922527308,27458.08600000001,-0.012083088172451689,-110.0,-90.83333333333333,-0.20811135979133832,0.059084763286592075
093006,585.3333333333334,0.0015821742695220813,423089.6666666667,0.001027824043075808,-0.0313957853904447,1832641.0233333334,1684411.12,148229.90333333332,1.769682637039858,-0.3412199883293142,422339.8761171088,423899.53401678894,423147.6370678459,1559.657899680398,29645.98066666667,-0.027424103774226622,-20.333333333333332,-34.0,-0.21765035925038362,0.07032441103022126
093009,556.0,0.0014524376102147245,422913.3333333333,0.004799609547483153,-0.010845349098142878,1840117.3633333333,1702666.4766666666,137450.88666666666,1.981754801687301,-0.34416102851593583,422159.22019642696,423699.42499227944,422922.2013272245,1540.2047958528515,27490.177333333344,-0.007105159327265908,-191.0,-176.33333333333334,0.21207216464744538,0.05569850372025147
093012,531.3333333333334,0.0013899768278830174,422719.6666666667,0.06649395117308016,-0.01981983264591244,1886500.07,1710540.26,175959.81,1.746181676425806,-0.34805255731247775,421999.49061514117,423528.44790837297,422758.3418232362,1528.9572932317217,35191.962000000014,-0.007036424756043034,-206.0,-193.66666666666666,-0.23557312526149587,0.049574012658466365
093015,485.3333333333333,0.0012941079020882212,422537.6666666667,0.0698861261056748,0.028863143785434222,1878689.6033333333,1705561.4533333334,173128.15,2.056490887996609,-0.3549212793024242,421871.38248920714,423245.3272323237,422562.7891782744,1373.9447431163169,34625.630000000005,0.04620828488618476,-205.0,-182.0,0.3103092115708016,0.05071661756707375
093018,409.3333333333333,0.0012861160865479553,422329.3333333333,0.012682807113207998,0.0019260611204935667,1858794.32,1646159.3033333332,212635.01666666666,1.8326718500231205,-0.3628549995135276,421705.4686446754,422973.0160409895,422312.5104215499,1267.547396313916,42527.003333333334,0.007462149303283179,-246.33333333333334,-208.33333333333334,-0.22381903797348818,0.04253507320018479
093021,491.0,0.0013381018486864193,422263.1666666667,0.0018595464015457152,-0.013537288055538443,1911544.02,1627733.0366666666,283810.98333333334,1.5849871466053165,-0.3673626816245567,421665.91370546026,422900.3278484038,422261.1227977719,1234.4141429437136,56762.196666666656,-0.005880531103519368,-25.333333333333332,-66.16666666666667,-0.24768470341780316,0.05451974741624774
093024,460.3333333333333,0.0012889942192603429,422225.5,-0.06070803168454668,-0.03312117233163286,1906182.65,1626384.3266666667,279798.3233333333,1.580410536473568,-0.36524829986787705,421601.10151263274,422959.43693590554,422332.10403188906,1358.3354232719605,55959.66466666665,-0.03903157795570073,-53.0,-37.666666666666664,-0.0045766101317496555,0.04989669589283159
093027,528.6666666666666,0.0013732250791398458,422190.3333333333,0.0319194403173807,0.014819571320439283,1886024.7133333334,1611806.4966666666,274218.2166666667,1.8104703498293282,-0.3642830925603398,421553.7777140569,422895.1921918647,422227.2992719366,1341.4144778074456,54843.64333333334,0.022702024304474766,-1.0,-35.166666666666664,0.2300598133557612,0.11021410966747097
093030,509.6666666666667,0.0013951861344266092,422212.8333333333,0.03172415278392896,0.04499094259679576,1870297.75,1608268.97,262028.78,1.848846793168728,-0.3608669995355261,421559.95205262536,422912.5997016715,422230.87024042726,1352.6476490461964,52405.75600000001,0.04582644496027869,13.0,22.5,0.03837644333939794,0.07005361648597591
093033,502.0,0.0014002753570527215,422245.6666666667,-0.0037420353452318283,0.052280179007079056,1871673.1633333333,1582815.1466666667,288858.01666666666,1.9507324075239474,-0.3581365936386128,421572.754831787,422885.46515511157,422187.7300404724,1312.7103233245823,57771.60333333331,0.04448819726917886,29.0,32.833333333333336,0.1018856143552195,0.06078112149683376
093036,470.3333333333333,0.001326409656258228,422232.1666666667,0.05995516064424297,0.0660917909523503,1851929.76,1554336.5833333333,297593.1766666667,2.2021418551744634,-0.3552065358236923,421583.3322006913,422839.71235935064,422188.34019873955,1256.380158659567,59518.63533333335,0.0728543408991461,-29.333333333333332,-13.5,0.25140944765051626,0.053475220412220165
093039,506.6666666666667,0.0013372853297807842,422179.0,0.00922324393856794,0.09029075027027068,1810289.1066666667,1567111.29,243177.81666666668,1.99365173548205,-0.3533949900920732,421520.734390759,422836.2813232463,422163.853794301,1315.5469324872029,48635.563333333324,0.076034058296539,-35.0,-53.166666666666664,-0.20849011969241238,0.08078280245082813
093042,435.0,0.0013215162303366161,422336.1666666667,0.0016507804007218582,0.08006774396654484,1778364.1833333333,1562567.3166666667,215796.86666666667,2.1653498517192387,-0.3391589607550722,421740.0033899677,423005.4548526144,422376.6258965142,1265.4514626470743,43159.37333333334,0.06828802765914133,121.33333333333333,157.16666666666666,0.1716981162371853,0.04687774084265873
093045,509.0,0.0013326850926447577,422693.1666666667,-0.05253256626787419,0.05814352506532431,1775023.6133333333,1536021.25,239002.36333333334,1.9458873679573936,-0.32499989479284896,422003.06782833947,423351.20121434866,422617.8630861032,1348.1333860092711,47800.472666666654,0.04160807320416189,394.0,357.0,-0.21946248376184224,0.06075373963940378
093048,527.0,0.0013744373280303896,422746.8333333333,-0.02177829624071707,0.060580677563057427,1776390.0366666666,1541002.9666666666,235387.07,1.690000331435941,-0.3216323109249257,422080.22947013256,423435.0526705189,422710.9882473869,1354.8232003864944,47077.41399999998,0.04777761708277595,62.666666666666664,53.666666666666664,-0.255887036521453,0.06269848490774546
093051,483.6666666666667,0.0013563586418907413,422769.8333333333,-0.03791210768311932,0.05261021254058627,1773730.65,1545483.8666666667,228246.78333333333,1.6509050690348113,-0.3261357862819789,422117.0172618648,423454.20930700103,422732.3274411656,1337.1920451363708,45649.35666666667,0.031290056228666256,1.3333333333333333,23.0,-0.03909526240112938,0.05982576110758
093054,514.6666666666666,0.0013592688886810845,422714.6666666667,-0.004066347334509199,0.06116904626255369,1775502.54,1575079.4933333334,200423.04666666666,1.6826114353188104,-0.3286806722365615,422084.32494029053,423366.39591792505,422698.2853406827,1282.0709776343995,40084.60933333333,0.05428305637101707,-39.666666666666664,-55.166666666666664,0.0317063662839983,0.0688580225763999
093057,473.0,0.0012990411004354895,422706.1666666667,0.0003555195458913681,0.0723879957157637,1766852.9,1595790.54,171062.36,1.8692675036614848,-0.3287820770013893,422084.5106487243,423304.8253659903,422660.83780218626,1220.3147172660779,34212.472,0.06660868907387997,-29.333333333333332,-8.5,0.1866560683426749,0.07432673502505775
093100,403.6666666666667,0.001235024038794724,422822.8333333333,-0.08264797589950354,0.02974583558189326,1742067.9533333334,1606206.47,135861.48333333334,1.5706111358306358,-0.32464716534029436,422244.86574759515,423376.94920741004,422807.8320178168,1132.0834598149477,27172.296666666665,0.004226916161246618,82.0,116.66666666666667,-0.29865636783085003,0.06792705342309041
093103,536.6666666666666,0.0013596765602459883,423115.3333333333,-0.14095066984397728,-0.009041739550051163,1701405.2,1592148.6866666668,109256.51333333334,1.5874354048583998,-0.3131034675084395,422464.3055467935,423743.75625702605,423089.1225495941,1279.4507102326952,21851.302666666666,-0.061276539082056436,359.0,292.5,0.01682426902776528,0.07659959089936795
093106,486.0,0.0013418598647951495,423110.0,-0.06967431468541668,0.021057113949349438,1681248.5566666666,1625416.29,55832.26666666667,1.6731025106398854,-0.3097686988418311,422503.2502545022,423684.6688525835,423077.8578433757,1181.418598081639,11166.453333333337,0.005812487968747123,-30.666666666666668,-5.333333333333333,0.08566710578148552,0.06654863507254895
093109,443.3333333333333,0.0012855745218132244,423046.0,-0.08774515408350739,-0.011016952719565584,1664035.6833333333,1642921.3733333333,21114.31,1.42303834449823,-0.3118025668416627,422466.0945477937,423610.5599513445,423051.5214828728,1144.4654035505698,4222.862000000002,-0.025459354945967273,-85.33333333333333,-64.0,-0.2500641661416549,0.05368495963425011
093112,441.3333333333333,0.0013163237913365077,423137.3333333333,-0.1353849775934047,-0.057358634703041825,1678454.92,1648798.1233333333,29656.796666666665,1.2703821192080411,-0.3099448774898178,422569.72404223774,423706.03967769217,423178.83874575695,1136.3156354543235,5931.359333333334,-0.08034817193387596,90.33333333333333,91.33333333333333,-0.15265622529019035,0.05926974534094942
093115,442.3333333333333,0.001291245835745815,423233.8333333333,-0.115668659639367,-0.07745300815005231,1678843.6,1647930.2966666666,30913.303333333333,1.2272373131078402,-0.30672449451825384,422655.1886578879,423812.79814016935,423263.48968428693,1157.6094822814484,6182.660666666662,-0.09510961530873746,97.0,96.5,-0.043144806100199565,0.06336351288469921
093118,468.3333333333333,0.0012581545357427555,423334.1666666667,-0.11739437143131393,-0.06890259346357777,1679005.42,1657418.23,21587.19,1.2239887318399503,-0.30306598656377465,422748.67522607185,423968.30121144233,423391.932481707,1219.625985370411,4317.437999999995,-0.08353234898700822,113.33333333333333,100.33333333333333,-0.003248581267891034,0.0932300996781068
093121,490.0,0.001255593186403211,423336.0,-0.09308613315748726,-0.07861496812337575,1682434.14,1651599.3166666667,30834.823333333334,1.1770176288011056,-0.3043894396922938,422738.5256086388,423905.09371564904,423347.11249495915,1166.5681070104017,6166.964666666672,-0.09703526359413014,12.666666666666666,1.8333333333333333,-0.0469711030388437,0.08155515657921268
093124,481.3333333333333,0.0012132599506510004,423296.0,-0.11372747008774378,-0.07051392901209334,1698454.7233333334,1650158.97,48295.753333333334,1.1940682122757316,-0.30324411473005847,422691.209583784,423862.7857163177,423293.89381846646,1171.5761325332642,9659.150666666666,-0.08442014739189589,-44.333333333333336,-40.0,0.017050583474624268,0.08497164329900875
093127,443.3333333333333,0.0012445383206139313,423294.3333333333,-0.15322307448729142,-0.07626095333765992,1707268.5066666666,1652002.3066666666,55266.2,1.3209897700520674,-0.30158829467287257,422697.84549991676,423859.3674158425,423327.63463548565,1161.5219159253988,11053.24,-0.10179330340804628,-20.666666666666668,-1.6666666666666667,0.1269215577763359,0.06733999024743739
093130,448.6666666666667,0.0012063584344195258,423225.6666666667,-0.009800706161473324,-0.03809841791430829,1722394.93,1640150.1733333333,82244.75666666667,1.3330954351356454,-0.3010423758741818,422667.30287164176,423788.9601567877,423268.56936282857,1121.657285146094,16448.95133333334,-0.04316946359400634,-66.0,-68.66666666666667,0.012105665083579199,0.10309275693830902
093133,353.3333333333333,0.0011628859717625966,423388.3333333333,-0.10976498219556552,-0.036604056444938075,1758287.3966666667,1645338.12,112949.27666666667,1.2771375187012473,-0.2974575055963334,422869.5019761897,423972.41178156005,423427.2024272648,1102.9098053703394,22589.855333333337,-0.06232975250382315,115.0,162.66666666666666,-0.055957916434398715,0.05653772089768858
093136,463.0,0.0012209562452254496,423670.8333333333,-0.05257601956426465,-0.02688983559852647,1754998.5866666667,1682800.5933333333,72197.99333333333,1.350719102808124,-0.28941047210214277,423076.5751686843,424270.66385577264,423718.5759477986,1194.088687088611,14439.598666666665,-0.0343040689623759,337.3333333333333,282.5,0.07358158410687661,0.0955309332638612
093139,428.6666666666667,0.0012525369773011927,423707.6666666667,-0.06818304054393381,-0.008452244026812774,1772806.7733333334,1686955.19,85851.58333333333,1.4302963154943686,-0.28378936351622436,423141.3571018522,424332.5729670558,423763.6590061486,1191.2158652034764,17170.316666666673,-0.0422868709703544,19.666666666666668,36.833333333333336,0.07957721268624511,0.07346963934309883
093142,435.6666666666667,0.0012421914437120358,423882.5,-0.015474627462838241,-0.0008692720526926697,1789989.89,1671916.7533333334,118073.13666666667,1.7644965971571014,-0.2817550960479403,423294.7787196021,424473.66572261247,423871.6296244355,1178.8870030103978,23614.627333333345,-0.015890667691739774,178.33333333333334,174.83333333333334,0.3342002816627342,0.0726665608713025
093145,447.0,0.0012525083351190027,423649.5,0.009350055946609285,0.01321096331925597,1797803.09,1667695.7866666666,130107.30333333333,1.4923890963915785,-0.2884224504955216,423099.6066578377,424257.49172069976,423649.86343906197,1157.88506286205,26021.460666666677,0.014197987892205246,-227.33333333333334,-233.0,-0.2721075007655234,0.1285357161201051
